datetime,load_demand_MW,temperature_C,humidity_%,solar_irradiation_Wm2,population,gni_per_capita_usd,power_price_usd_per_kwh,day_of_week,hour_of_day,is_holiday,season,year,month,week_of_year,lag_1_hour_load,lag_1_day_load,moving_avg_7_day,hour
2022-01-04 07:00:00,230.1712,7.0569,80.0474,33.229,99517.7372,12209.1039,0.1137,1,7,0,Winter,2022,1,1,277.2174,244.2793,286.2874,7
2022-01-04 08:00:00,233.0729,10.5927,76.3101,29.7923,98615.4856,12057.3675,0.11,1,8,0,Winter,2022,1,1,230.1712,264.5228,285.6304,8
2022-01-04 09:00:00,265.7542,11.7463,75.2261,24.3253,99317.1866,11704.5264,0.1065,1,9,0,Winter,2022,1,1,233.0729,256.9462,285.388,9
2022-01-04 10:00:00,224.2114,13.9878,70.0188,17.2006,99843.3119,12375.4551,0.1086,1,10,0,Winter,2022,1,1,265.7542,252.7671,284.651,10
2022-01-04 11:00:00,242.0806,9.9955,76.0768,8.9037,99472.0722,12302.5302,0.1069,1,11,0,Winter,2022,1,1,224.2114,227.4508,284.1442,11
2022-01-04 12:00:00,217.8797,9.415,63.1661,0.0,99584.1667,12143.2033,0.1038,1,12,0,Winter,2022,1,1,242.0806,238.5558,283.3646,12
2022-01-04 13:00:00,230.4561,10.0285,75.4848,0.0,100695.2851,11984.8813,0.1085,1,13,0,Winter,2022,1,1,217.8797,235.5816,282.7494,13
2022-01-04 14:00:00,230.5375,12.8628,76.6155,0.0,100514.4067,12070.7659,0.1192,1,14,0,Winter,2022,1,1,230.4561,226.7057,282.1493,14
2022-01-04 15:00:00,263.9647,11.6895,77.5091,0.0,99652.6659,11540.0261,0.1086,1,15,0,Winter,2022,1,1,230.5375,223.7611,281.9426,15
2022-01-04 16:00:00,277.5731,9.9725,68.479,0.0,100396.7688,11847.3244,0.1024,1,16,0,Winter,2022,1,1,263.9647,252.498,281.8935,16
2022-01-04 17:00:00,237.517,12.0586,77.4236,0.0,100607.4364,12422.2221,0.1082,1,17,0,Winter,2022,1,1,277.5731,266.6439,281.4004,17
2022-01-04 18:00:00,311.2747,11.2262,71.0924,0.0,100309.2742,12172.2563,0.1186,1,18,0,Winter,2022,1,1,237.517,297.4559,281.7287,18
2022-01-04 19:00:00,292.5197,12.9693,72.2372,0.0,100149.4637,11679.0626,0.102,1,19,0,Winter,2022,1,1,311.2747,295.5711,281.846,19
2022-01-04 20:00:00,327.5642,9.6279,79.8892,0.0,100549.1615,11903.2582,0.11,1,20,0,Winter,2022,1,1,292.5197,297.5211,282.3376,20
2022-01-04 21:00:00,340.9404,10.3767,86.3701,0.0,100384.759,11683.7446,0.1137,1,21,0,Winter,2022,1,1,327.5642,326.5066,282.961,21
2022-01-04 22:00:00,314.1833,10.2478,76.5563,0.0,99393.4529,11912.7107,0.1043,1,22,0,Winter,2022,1,1,340.9404,323.1298,283.2897,22
2022-01-04 23:00:00,363.0854,8.105,72.2141,0.0,99905.5339,12035.7697,0.111,1,23,0,Winter,2022,1,1,314.1833,318.5575,284.1209,23
2022-01-05 00:00:00,296.9257,11.8817,77.4874,0.0,99723.9655,12406.2858,0.1054,2,0,0,Winter,2022,1,1,363.0854,338.9692,284.2529,0
2022-01-05 01:00:00,309.1161,11.8116,81.2392,11.1247,100576.2367,12242.9868,0.1039,2,1,0,Winter,2022,1,1,296.9257,345.3567,284.5066,1
2022-01-05 02:00:00,316.6899,11.2997,79.6491,21.4912,99709.789,12025.5356,0.1131,2,2,0,Winter,2022,1,1,309.1161,324.9349,284.8317,2
2022-01-05 03:00:00,293.0276,10.8203,90.2597,30.3931,99623.9075,12035.3604,0.1191,2,3,0,Winter,2022,1,1,316.6899,354.186,284.9137,3
2022-01-05 04:00:00,278.41,8.4587,72.9674,37.2238,100513.341,11925.8582,0.1081,2,4,0,Winter,2022,1,1,293.0276,333.3323,284.8493,4
2022-01-05 05:00:00,315.346,10.4482,77.8052,41.5178,100129.8355,12304.0287,0.1129,2,5,0,Winter,2022,1,1,278.41,306.5375,285.1483,5
2022-01-05 06:00:00,271.0675,10.604,84.2887,42.9824,101055.8912,12327.8733,0.1124,2,6,0,Winter,2022,1,1,315.346,277.2174,285.0116,6
2022-01-05 07:00:00,268.2764,9.6849,83.9749,41.5178,99568.8792,11818.3109,0.1109,2,7,0,Winter,2022,1,1,271.0675,230.1712,284.8506,7
2022-01-05 08:00:00,273.9759,10.9669,66.7937,37.2238,99740.582,11741.8339,0.1066,2,8,0,Winter,2022,1,1,268.2764,233.0729,284.7471,8
2022-01-05 09:00:00,269.5443,12.0976,76.5273,30.3931,100560.9839,12022.2615,0.1049,2,9,0,Winter,2022,1,1,273.9759,265.7542,284.6036,9
2022-01-05 10:00:00,270.0705,15.0618,83.9667,21.4912,99360.4498,12046.7824,0.106,2,10,0,Winter,2022,1,1,269.5443,224.2114,284.4678,10
2022-01-05 11:00:00,212.7657,11.6386,90.9973,11.1247,100659.8462,12137.6979,0.1091,2,11,0,Winter,2022,1,1,270.0705,242.0806,283.8039,11
2022-01-05 12:00:00,262.8281,11.8046,80.0631,0.0,99396.2723,11751.0249,0.1079,2,12,0,Winter,2022,1,1,212.7657,217.8797,283.6115,12
2022-01-05 13:00:00,238.0963,11.1406,74.7048,0.0,100305.1118,11942.8413,0.1043,2,13,0,Winter,2022,1,1,262.8281,230.4561,283.1977,13
2022-01-05 14:00:00,242.3407,7.4519,71.4981,0.0,99078.4745,12069.4842,0.109,2,14,0,Winter,2022,1,1,238.0963,230.5375,282.8296,14
2022-01-05 15:00:00,238.4006,11.2364,87.6378,0.0,100022.5649,11930.2046,0.1068,2,15,0,Winter,2022,1,1,242.3407,263.9647,282.4329,15
2022-01-05 16:00:00,262.8249,11.4099,80.1878,0.0,99315.2348,12257.537,0.1128,2,16,0,Winter,2022,1,1,238.4006,277.5731,282.2594,16
2022-01-05 17:00:00,304.35,16.216,72.3038,0.0,100963.1376,12459.6713,0.108,2,17,0,Winter,2022,1,1,262.8249,237.517,282.4532,17
2022-01-05 18:00:00,295.9437,10.9048,75.5283,0.0,99464.1847,11978.2367,0.1142,2,18,0,Winter,2022,1,1,304.35,311.2747,282.5705,18
2022-01-05 19:00:00,317.4353,11.8926,78.095,0.0,99585.5715,12263.8046,0.1111,2,19,0,Winter,2022,1,1,295.9437,292.5197,282.8711,19
2022-01-05 20:00:00,289.4303,11.22,79.2631,0.0,100267.713,12014.5301,0.1075,2,20,0,Winter,2022,1,1,317.4353,327.5642,282.9271,20
2022-01-05 21:00:00,309.576,8.9521,72.046,0.0,99699.5212,11899.9305,0.1092,2,21,0,Winter,2022,1,1,289.4303,340.9404,283.153,21
2022-01-05 22:00:00,329.6986,13.5751,73.4731,0.0,100349.9767,11943.5166,0.1093,2,22,0,Winter,2022,1,1,309.576,314.1833,283.5441,22
2022-01-05 23:00:00,344.2957,12.7933,68.2794,0.0,99644.5549,12239.6906,0.1108,2,23,0,Winter,2022,1,1,329.6986,363.0854,284.0504,23
2022-01-06 00:00:00,338.885,13.1286,81.9796,0.0,99606.0245,11974.7769,0.1118,3,0,0,Winter,2022,1,1,344.2957,296.9257,284.5035,0
2022-01-06 01:00:00,366.5954,9.7278,75.0727,13.3423,99986.2206,12013.8903,0.1077,3,1,0,Winter,2022,1,1,338.885,309.1161,285.1764,1
2022-01-06 02:00:00,313.4264,14.3521,79.1124,25.7754,99391.5347,11874.3353,0.1088,3,2,0,Winter,2022,1,1,366.5954,316.6899,285.4061,2
2022-01-06 03:00:00,323.8865,8.7428,83.8921,36.452,100198.1832,12229.8875,0.1106,3,3,0,Winter,2022,1,1,313.4264,293.0276,285.7164,3
2022-01-06 04:00:00,318.1823,12.7202,77.8801,44.6443,100438.6493,12194.7337,0.0952,3,4,0,Winter,2022,1,1,323.8865,278.41,285.9761,4
2022-01-06 05:00:00,290.0231,15.9274,76.2159,49.7943,100276.4983,12394.1072,0.1128,3,5,0,Winter,2022,1,1,318.1823,315.346,286.0083,5
2022-01-06 06:00:00,280.1579,9.5655,77.7504,51.5508,100321.6404,12222.3619,0.1052,3,6,0,Winter,2022,1,1,290.0231,271.0675,285.9622,6
2022-01-06 07:00:00,255.8756,10.4139,77.0967,49.7943,99037.5724,12185.6834,0.1086,3,7,0,Winter,2022,1,1,280.1579,268.2764,285.7272,7
2022-01-06 08:00:00,261.8794,11.7458,83.0116,44.6443,99769.1761,12219.7578,0.1066,3,8,0,Winter,2022,1,1,255.8756,273.9759,285.5423,8
2022-01-06 09:00:00,220.0436,10.5396,78.335,36.452,99886.4674,12051.9145,0.1137,3,9,0,Winter,2022,1,1,261.8794,269.5443,285.0384,9
2022-01-06 10:00:00,272.5348,8.4452,74.0588,25.7754,100727.2263,12125.1248,0.1151,3,10,0,Winter,2022,1,1,220.0436,270.0705,284.943,10
2022-01-06 11:00:00,228.0596,11.6837,82.02,13.3423,99709.3463,12289.34,0.1094,3,11,0,Winter,2022,1,1,272.5348,212.7657,284.5121,11
2022-01-06 12:00:00,215.5626,9.4219,82.9332,0.0,98849.1328,11939.0585,0.1095,3,12,0,Winter,2022,1,1,228.0596,262.8281,283.9936,12
2022-01-06 13:00:00,202.1755,12.4937,70.0891,0.0,99498.0152,12443.438,0.1098,3,13,0,Winter,2022,1,1,215.5626,238.0963,283.3831,13
2022-01-06 14:00:00,229.1313,9.7077,84.4447,0.0,99669.4034,12230.6985,0.1099,3,14,0,Winter,2022,1,1,202.1755,242.3407,282.9812,14
2022-01-06 15:00:00,243.6471,14.6464,78.6043,0.0,98921.7589,12507.3343,0.115,3,15,0,Winter,2022,1,1,229.1313,238.4006,282.692,15
2022-01-06 16:00:00,262.6456,9.98,78.1971,0.0,100484.3513,11868.0106,0.1251,3,16,0,Winter,2022,1,1,243.6471,262.8249,282.5457,16
2022-01-06 17:00:00,263.7731,10.9024,81.8139,0.0,99215.21,11867.9859,0.1091,3,17,0,Winter,2022,1,1,262.6456,304.35,282.4096,17
2022-01-06 18:00:00,342.3313,13.1736,73.9459,0.0,100223.0108,12177.5041,0.1128,3,18,0,Winter,2022,1,1,263.7731,295.9437,282.8407,18
2022-01-06 19:00:00,267.613,9.0848,81.5516,0.0,99453.8016,12127.814,0.1058,3,19,0,Winter,2022,1,1,342.3313,317.4353,282.7319,19
2022-01-06 20:00:00,320.8117,12.0014,74.8969,0.0,100753.4922,12011.69,0.1062,3,20,0,Winter,2022,1,1,267.613,289.4303,283.002,20
2022-01-06 21:00:00,329.7334,14.1608,69.406,0.0,99861.9232,11849.2292,0.1049,3,21,0,Winter,2022,1,1,320.8117,309.576,283.3311,21
2022-01-06 22:00:00,298.9742,8.3316,71.792,0.0,99760.4442,12049.5516,0.1167,3,22,0,Winter,2022,1,1,329.7334,329.6986,283.4405,22
2022-01-06 23:00:00,323.8569,11.9158,79.6159,0.0,100264.1272,12146.5268,0.1135,3,23,0,Winter,2022,1,1,298.9742,344.2957,283.7212,23
2022-01-07 00:00:00,381.4588,12.3229,72.2822,0.0,99496.3498,11858.5089,0.1081,4,0,0,Winter,2022,1,1,323.8569,338.885,284.3952,0
2022-01-07 01:00:00,318.9965,13.3668,85.0599,15.5561,100287.7732,12038.1322,0.1111,4,1,0,Winter,2022,1,1,381.4588,366.5954,284.6322,1
2022-01-07 02:00:00,363.4913,9.3292,82.956,30.052,99759.1657,12196.6951,0.1138,4,2,0,Winter,2022,1,1,318.9965,313.4264,285.1687,2
2022-01-07 03:00:00,312.6202,9.1622,83.6767,42.5,99702.6991,12277.7475,0.116,4,3,0,Winter,2022,1,1,363.4913,323.8865,285.3542,3
2022-01-07 04:00:00,308.7831,12.847,77.6334,52.0516,99956.2156,12062.961,0.112,4,4,0,Winter,2022,1,1,312.6202,318.1823,285.5114,4
2022-01-07 05:00:00,288.1581,12.3971,78.2988,58.056,99455.1648,11959.9977,0.1105,4,5,0,Winter,2022,1,1,308.7831,290.0231,285.529,5
2022-01-07 06:00:00,264.9846,12.3041,71.041,60.104,99904.5542,12143.2514,0.1166,4,6,0,Winter,2022,1,1,288.1581,280.1579,285.393,6
2022-01-07 07:00:00,244.4361,12.496,81.9885,58.056,100169.7425,12078.855,0.1045,4,7,0,Winter,2022,1,1,264.9846,255.8756,285.1235,7
2022-01-07 08:00:00,244.4161,10.4431,78.9087,52.0516,98845.6293,11827.198,0.1004,4,8,0,Winter,2022,1,1,244.4361,261.8794,284.8575,8
2022-01-07 09:00:00,261.877,12.2676,79.8461,42.5,100545.6538,12030.1061,0.1163,4,9,0,Winter,2022,1,1,244.4161,220.0436,284.7082,9
2022-01-07 10:00:00,248.0826,12.3893,85.4511,30.052,100407.9891,12002.2517,0.1078,4,10,0,Winter,2022,1,1,261.877,272.5348,284.472,10
2022-01-07 11:00:00,227.2831,10.3744,73.9797,15.5561,99072.7114,12124.7646,0.1167,4,11,0,Winter,2022,1,1,248.0826,228.0596,284.1054,11
2022-01-07 12:00:00,272.4393,15.5347,76.3788,0.0,98994.7839,11973.4647,0.1196,4,12,0,Winter,2022,1,1,227.2831,215.5626,284.0311,12
2022-01-07 13:00:00,217.6266,12.7508,78.6429,0.0,100420.9533,12010.5196,0.1193,4,13,0,Winter,2022,1,1,272.4393,202.1755,283.6108,13
2022-01-07 14:00:00,248.8641,9.4205,72.3324,0.0,100382.2595,12083.7727,0.0949,4,14,0,Winter,2022,1,1,217.6266,229.1313,283.3922,14
2022-01-07 15:00:00,222.2169,13.1162,76.0715,0.0,100311.5174,12247.8859,0.114,4,15,0,Winter,2022,1,1,248.8641,243.6471,283.0099,15
2022-01-07 16:00:00,262.1251,9.8538,79.4743,0.0,99286.5381,12138.7702,0.1075,4,16,0,Winter,2022,1,1,222.2169,262.6456,282.8802,16
2022-01-07 17:00:00,281.4337,13.3773,75.3824,0.0,100914.3211,12653.1871,0.1067,4,17,0,Winter,2022,1,1,262.1251,263.7731,282.8712,17
2022-01-07 18:00:00,278.0619,14.1203,83.5545,0.0,99622.4996,11867.2298,0.1119,4,18,0,Winter,2022,1,1,281.4337,342.3313,282.8417,18
2022-01-07 19:00:00,298.0797,10.1618,69.4549,0.0,100119.7383,12302.5453,0.1069,4,19,0,Winter,2022,1,1,278.0619,267.613,282.9347,19
2022-01-07 20:00:00,297.5428,13.7299,82.6234,0.0,100125.8895,12104.5921,0.1137,4,20,0,Winter,2022,1,1,298.0797,320.8117,283.0232,20
2022-01-07 21:00:00,336.1857,12.6287,80.3155,0.0,100796.4656,11841.3634,0.1166,4,21,0,Winter,2022,1,1,297.5428,329.7334,283.3434,21
2022-01-07 22:00:00,345.2752,13.4472,74.1654,0.0,100062.5836,12044.5289,0.109,4,22,0,Winter,2022,1,1,336.1857,298.9742,283.7143,22
2022-01-07 23:00:00,343.1448,15.5967,72.3875,0.0,100207.9207,11817.5134,0.1118,4,23,0,Winter,2022,1,1,345.2752,323.8569,284.068,23
2022-01-08 00:00:00,349.742,11.5684,66.8289,0.0,99961.4371,12153.8081,0.1077,5,0,1,Winter,2022,1,1,343.1448,381.4588,284.2132,0
2022-01-08 01:00:00,342.6523,10.5517,73.2544,17.7652,99401.7003,12076.2811,0.1123,5,1,1,Winter,2022,1,1,349.742,318.9965,284.3957,1
2022-01-08 02:00:00,315.4918,10.2802,82.4662,34.3197,98840.6697,12000.248,0.1171,5,2,1,Winter,2022,1,1,342.6523,363.4913,284.2777,2
2022-01-08 03:00:00,324.6029,10.4276,76.9499,48.5354,100016.2899,11925.2538,0.112,5,3,1,Winter,2022,1,1,315.4918,312.6202,284.2611,3
2022-01-08 04:00:00,321.116,11.905,83.0452,59.4435,99293.8185,12340.6194,0.1094,5,4,1,Winter,2022,1,1,324.6029,308.7831,284.4163,4
2022-01-08 05:00:00,292.9844,12.7415,74.1309,66.3006,100175.0886,12105.3384,0.1166,5,5,1,Winter,2022,1,1,321.116,288.1581,284.5417,5
2022-01-08 06:00:00,293.4775,12.6126,80.7658,68.6394,100074.375,12179.1787,0.108,5,6,1,Winter,2022,1,1,292.9844,264.9846,284.5041,6
2022-01-08 07:00:00,245.3913,13.7135,73.6428,66.3006,100062.2168,12172.6523,0.1081,5,7,1,Winter,2022,1,1,293.4775,244.4361,284.4151,7
2022-01-08 08:00:00,235.6183,12.0852,72.4024,59.4435,99473.5377,12158.8927,0.1067,5,8,1,Winter,2022,1,1,245.3913,244.4161,284.43,8
2022-01-08 09:00:00,250.7801,14.9662,76.6947,48.5354,100518.272,12071.9693,0.1022,5,9,1,Winter,2022,1,1,235.6183,261.877,284.5644,9
2022-01-08 10:00:00,234.0429,11.5299,73.9055,34.3197,100237.3855,12440.8014,0.1057,5,10,1,Winter,2022,1,1,250.7801,248.0826,284.4801,10
2022-01-08 11:00:00,261.6097,17.4995,69.5162,17.7652,99409.1501,12584.5431,0.1103,5,11,1,Winter,2022,1,1,234.0429,227.2831,284.4663,11
2022-01-08 12:00:00,230.0732,13.3105,76.3187,0.0,101034.2738,12426.8587,0.1111,5,12,1,Winter,2022,1,1,261.6097,272.4393,284.3267,12
2022-01-08 13:00:00,256.52,10.3449,77.7625,0.0,99894.6043,12141.568,0.1052,5,13,1,Winter,2022,1,1,230.0732,217.6266,284.704,13
2022-01-08 14:00:00,236.0625,9.9174,83.5721,0.0,99332.8567,12127.7806,0.1074,5,14,1,Winter,2022,1,1,256.52,248.8641,284.6975,14
2022-01-08 15:00:00,253.6041,13.0241,81.9143,0.0,99620.824,12355.8303,0.1005,5,15,1,Winter,2022,1,1,236.0625,222.2169,284.6422,15
2022-01-08 16:00:00,247.3833,11.6123,83.33,0.0,99245.5546,11985.7525,0.1209,5,16,1,Winter,2022,1,1,253.6041,262.1251,284.7714,16
2022-01-08 17:00:00,267.1475,13.4872,80.8321,0.0,100679.7135,12479.3417,0.1173,5,17,1,Winter,2022,1,1,247.3833,281.4337,284.5715,17
2022-01-08 18:00:00,268.227,13.0057,78.8934,0.0,100540.2242,12295.5633,0.1064,5,18,1,Winter,2022,1,1,267.1475,278.0619,284.7107,18
2022-01-08 19:00:00,276.3677,11.9135,71.0856,0.0,100369.7398,12081.3325,0.1107,5,19,1,Winter,2022,1,1,268.227,298.0797,284.5302,19
2022-01-08 20:00:00,325.3901,10.3656,77.9797,0.0,100275.571,12193.6597,0.1056,5,20,1,Winter,2022,1,1,276.3677,297.5428,284.6778,20
2022-01-08 21:00:00,337.3071,9.0295,80.2143,0.0,100624.1711,12262.6556,0.1151,5,21,1,Winter,2022,1,1,325.3901,336.1857,284.7632,21
